epoch;acc;loss;val_acc;val_loss
0;0.9108169226308104;0.22046917815575398;0.9796875;0.038364037717692555
1;0.9901064731932535;0.042802302047563245;0.966875;0.06889685635920614
2;0.9938283237538867;0.02417078027053833;0.9875;0.07108437003404106
3;0.9963723735041929;0.014251739662291324;0.995;0.03409153427850725
4;0.9970319419579761;0.010233228821220429;0.993125;0.020267278486496707
